Index,Name,Ratings,price,original_price,discount_element,Compressor,Warranty 
998,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
999,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
1000,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
1001,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1002,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
1003,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1004,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1005,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
1006,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1007,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
1008,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1009,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
1010,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
1011,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1012,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1013,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
1014,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1015,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
1016,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
1017,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1018,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
1019,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1020,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
1021,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
1022,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1023,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
1024,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1025,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1026,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
1027,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1028,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
1029,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1030,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
1031,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
1032,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1033,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1034,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
1035,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1036,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
1037,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
1038,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1039,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
1040,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1041,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
1042,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
1043,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1044,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
1045,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1046,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1047,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
1048,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1049,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
1050,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1051,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
1052,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
1053,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1054,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1055,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
1056,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1057,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
1058,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
1059,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1060,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
1061,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1062,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
1063,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
1064,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1065,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
1066,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1067,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
1068,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
1069,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1070,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
1071,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
1072,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
1073,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
1074,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1075,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
1076,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
